cluster_id,action,group,source_key,file_name,path,annotations,content_hash,dhash,kept_source_key,hamming_to_keep
1,kept,01,55df5a061e5af7ec,img_01_000699.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000699.jpg,5,f5b5b679a2267d667cb28b22a19b898e86194600,c0c025a4c0044058,55df5a061e5af7ec,0
1,would_remove,01,5e5ede25cbb2471c,img_01_000115.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000115.jpg,2,f05ec1896410593961e5903aa8a2662fd5afdae3,c4c024a5c0004058,55df5a061e5af7ec,4
1,would_remove,01,d798a84a72570772,img_01_000163.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000163.jpg,2,0dfe80f1cfe949a9b1292592b2ca9784c448064c,c0c024a4c0004058,55df5a061e5af7ec,2
1,would_remove,01,9c10415152928137,img_01_000230.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000230.jpg,2,ae85898a36a525d4d4b9e7858c219de311056ed2,c0c02484c0004058,55df5a061e5af7ec,3
1,would_remove,01,391e956a0cc70b09,img_01_000275.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000275.jpg,2,b347595a2544a1ad85001c547142118a1b8382dd,c0c024a4c0044058,55df5a061e5af7ec,1
1,would_remove,01,9de177aadb9b3a1d,img_01_000302.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000302.jpg,2,48883d842b1eba9828e34068b5660e8cf30804a6,c4c024a5c0004058,55df5a061e5af7ec,4
1,would_remove,01,403548aaf813548f,img_01_000333.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000333.jpg,2,46bf38d6076008037f0362f1587d1f660135a9a8,c0c024a4c0004058,55df5a061e5af7ec,2
1,would_remove,01,f1446c017010d4f8,img_01_000351.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000351.jpg,2,1df2ef0345709877ab613c6bf1cd69d31b825d0e,c4c024a5c0004058,55df5a061e5af7ec,4
1,would_remove,01,c846517f06efadfa,img_01_000396.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000396.jpg,2,6b2c4a2d00a36d4c0ee9e7e081933545570647ca,c4c02584c0044058,55df5a061e5af7ec,2
1,would_remove,01,81bc9798242b0bf8,img_01_000480.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000480.jpg,2,172a36d6373d6c06fc5e5147b352f56dc846a0e8,c4c024a5c8004058,55df5a061e5af7ec,5
1,would_remove,01,2193c5e5ccbd1ec5,img_01_000517.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000517.jpg,2,2273a2f60fdcc651bd578de1a68f80e4a60777dc,c4c024a5c8004058,55df5a061e5af7ec,5
1,would_remove,01,a3d455074ac783fa,img_01_000705.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000705.jpg,4,4acc1db3ca045675cf2d06068a4c3e5a249aee34,c4c025a4c0044058,55df5a061e5af7ec,1
1,would_remove,01,038d8d380931edc0,img_01_000706.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000706.jpg,2,521e18e15328acbcbbdf672d4924ef2e4c0497d6,c4c02484c0044058,55df5a061e5af7ec,3
1,would_remove,01,6e3125b2787ed020,img_01_001174.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_001174.jpg,3,f63b0e2e2c7106690c84f97ed98516373171ea59,c0c024a4c0004058,55df5a061e5af7ec,2
1,would_remove,01,37ef10385bb88257,img_01_001176.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_001176.jpg,2,42e12f7fd329f89de2fea5337ac2490e82138188,c4c024a5cc004058,55df5a061e5af7ec,6
1,would_remove,01,03156a4370e4c29e,img_01_001249.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_001249.jpg,1,6c16e354f49978eb8f2236659cd01d19ce9c7951,c4c024a5c8004058,55df5a061e5af7ec,5
1,would_remove,01,1cbfc10972bdde93,img_01_001250.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_001250.jpg,3,53d652b1ac8e8d3e90b89bca625d3bb76328b64e,c4c024adc8004058,55df5a061e5af7ec,6
1,would_remove,01,a73698d97b5b6f92,img_01_001275.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_001275.jpg,1,f221bd2fc640dc4443a81da4260e944f7c4c0eaa,c4c024a5c8004058,55df5a061e5af7ec,5
1,would_remove,01,505c7e06fbf94d88,img_01_001301.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_001301.jpg,1,77d034a8d29fff9a907baa3e95d88e2f5484727f,c0c024a5cc004058,55df5a061e5af7ec,5
1,would_remove,01,9daf3c2b2a38b85b,img_01_002435.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002435.jpg,1,485f62b29fb376058d734e137867c57b042b2724,c0c024a5cc004058,55df5a061e5af7ec,5
1,would_remove,01,b9c07e1ced9f8a0f,img_01_002461.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_002461.jpg,3,3f999866968e525e49b9c44bda9131e277f56cea,c0c024adc8004058,55df5a061e5af7ec,5
1,would_remove,01,314fbe064b97eeba,img_01_003336.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003336.jpg,2,a0fe6ded0fb3d3134a7f75f906b3ba5ef63f9318,c0c024adcc004058,55df5a061e5af7ec,6
1,would_remove,01,649cfd189ec3081c,img_01_003339.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003339.jpg,2,c08a0903d17be7d4a24888dc5624591461dd8a9a,c0c024adcc004078,55df5a061e5af7ec,7
1,would_remove,01,61705b2123d1e363,img_01_003341.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003341.jpg,2,bfce56adc0d93cb5b3e13b5f4f4df31de0af31a3,c0c024acc8004078,55df5a061e5af7ec,5
1,would_remove,01,83ecd6618342a452,img_01_003348.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003348.jpg,2,580cec4ced382255e9bd6b88fcffb93b2d70cad9,c0c024a5cc004058,55df5a061e5af7ec,5
1,would_remove,01,8a764d2b2433930a,img_01_003352.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003352.jpg,2,38ba6653af8191fdd42ad9498800e3046947f1d7,c0c024a5cc004058,55df5a061e5af7ec,5
1,would_remove,01,4b41b750ec665cb6,img_01_003353.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003353.jpg,2,ca8a78c4934a8b999cd02f455650783fa4d83367,c4c024a5cc004058,55df5a061e5af7ec,6
1,would_remove,01,fc0c41fdc71ebac9,img_01_003355.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003355.jpg,2,6d6934fc9cfe4c563b36bab4b705411a927b8d52,c4c024a5c8004058,55df5a061e5af7ec,5
1,would_remove,01,940403eeb08a499b,img_01_003357.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003357.jpg,2,7070de40032f92001e53acddcd34a9ff51ef2e44,c4c024a5cc004058,55df5a061e5af7ec,6
1,would_remove,01,acf67c9c6252bf27,img_01_003360.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003360.jpg,2,3f3cc74ba12001ab262968557a6bc0c6b01124a5,c0c024adcc004078,55df5a061e5af7ec,7
1,would_remove,01,2fc748806c64fd9c,img_01_003361.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003361.jpg,2,e629cd0af28f5cb1ad01ea3155f893545a320743,c0c02cacc8004078,55df5a061e5af7ec,6
1,would_remove,01,aa27cae48b721947,img_01_003362.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_003362.jpg,2,e64494dcccfe59021876e6535f21e3a0ac0f91ce,c4c024a5c8004058,55df5a061e5af7ec,5
